order_id,customer_id,order_date,product_category,unit_price,quantity,discount_pct,region,status,revenue
100047,1212,2024-11-22,Home & Kitchen,34.57,2,0.0,South,cancelled,69.14
100048,1300,09/05/2024,Apparel,79.22,5,15.0,West,refunded,336.68
100049,1263,2024-10-11,Apparel,90.21,2,0.0,East,refunded,180.42
100050,1068,10/05/2024,Home & Kitchen,82.22,5,,North,completed,390.54
100051,1120,03/12/2024,Apparel,86.99,3,15.0,South,cancelled,221.82
100052,1144,13-May-2024,Toys,66.94,5,0.0,South,cancelled,334.7
100053,1379,06/19/2024,Toys,67.69,1,15.0,East,cancelled,57.54
100054,1285,01-Jul-2024,Electronics,66.21,4,0.0,East,cancelled,264.84
100055,1146,17-Jan-2024,Apparel,55.23,2,10.0,East,refunded,99.41
100056,1293,19-Jul-2024,Books,58.58,2,5.0,West,completed,111.3
100057,1295,2024-02-26,Sports,88.35,1,0.0,East,completed,88.35
100058,1157,29-Sep-2024,Home & Kitchen,127.0,5,15.0,South,refunded,539.75
100059,1161,2024-09-06,Sports,43.88,4,0.0,North,completed,175.52
100060,1357,12/03/2024,Electronics,67.57,5,20.0,East,completed,270.28
100061,1224,09/29/2024,Electronics,39.21,3,15.0,South,cancelled,99.99
100062,1059,2024-05-14,Sports,55.72,1,0.0,South,completed,55.72
100063,1287,20-Dec-2024,Sports,60.26,2,10.0,West,cancelled,108.47
100064,1235,30-May-2024,Toys,76.66,3,0.0,West,completed,229.98
100065,1203,04/29/2024,Apparel,75.67,1,10.0,South,completed,68.1
100066,1290,2024-11-27,Books,70.13,5,5.0,East,completed,333.12
100067,1362,2024-05-15,Apparel,85.07,5,0.0,West,completed,425.35
100068,1132,2024-01-28,Toys,46.03,3,10.0,North,completed,124.28
100069,1167,20-Jun-2024,Electronics,76.95,3,0.0,South,completed,230.85
100070,1075,10/18/2024,Electronics,98.06,4,,East,cancelled,313.79
100071,1258,2024-03-10,Toys,45.74,4,20.0,South,completed,146.37
100072,1161,06/18/2024,Books,27.66,1,0.0,West,completed,27.66
100073,1136,17-Feb-2024,Books,109.75,3,15.0,South,cancelled,279.86
100074,1278,09/08/2024,Home & Kitchen,39.87,4,20.0,North,completed,127.58
100075,1163,06/23/2024,Electronics,54.4,5,0.0,South,completed,272.0
100076,1185,2024-04-30,Books,96.79,3,15.0,South,completed,246.81
100077,1176,24-Mar-2024,Sports,44.57,5,20.0,West,completed,178.28
100078,1103,2024-07-25,Home & Kitchen,106.35,3,0.0,North,refunded,319.05
100079,1050,02-Sep-2024,Toys,50.59,2,10.0,North,cancelled,91.06
100080,1330,2024-12-10,Books,47.54,3,15.0,North,completed,121.23
100081,1036,2024-06-08,Home & Kitchen,39.31,4,0.0,East,completed,157.24
100082,1129,02/28/2024,Toys,50.81,5,0.0,West,completed,254.05
100083,1266,2024-10-31,Toys,90.96,2,0.0,East,completed,181.92
100084,1052,2024-08-18,Sports,54.4,2,0.0,West,completed,108.8
100085,1262,2024-09-13,Sports,109.95,4,15.0,West,completed,
100086,1293,05-Feb-2024,Home & Kitchen,71.46,4,0.0,East,completed,285.84
100087,1265,24-Apr-2024,Books,74.36,2,0.0,East,completed,148.72
100088,1122,2024-10-08,Books,46.82,4,20.0,North,completed,149.82
100089,1007,10/31/2024,Books,117.23,1,10.0,West,completed,105.51
100090,1354,06/08/2024,Toys,98.42,2,20.0,West,completed,157.47
100091,1130,10/21/2024,Electronics,97.18,5,10.0,West,completed,437.31
100092,1322,11/04/2024,Apparel,65.15,3,20.0,West,completed,156.36
100093,1079,21-May-2024,Apparel,36.83,5,0.0,South,completed,184.15
100094,1064,11/24/2024,Books,76.19,2,20.0,North,completed,121.9
100095,1311,04/15/2024,Sports,89.23,2,,West,completed,142.77
100096,1375,28-Mar-2024,Sports,89.63,5,0.0,South,completed,448.15
100097,1344,09/06/2024,Electronics,84.25,5,0.0,West,completed,421.25
100098,1300,2024-08-21,Toys,82.68,5,0.0,East,completed,413.4
100099,1098,2024-02-21,Apparel,50.46,2,0.0,South,completed,100.92
100100,1365,10/31/2024,Electronics,51.68,5,15.0,South,completed,219.64
100101,1267,2024-03-14,Books,39.51,3,10.0,East,cancelled,106.68
100102,1068,21-Oct-2024,Home & Kitchen,110.52,5,0.0,South,refunded,
100103,1051,01/03/2024,Electronics,155.33,5,10.0,South,completed,698.99
100104,1348,2024-10-18,Electronics,221.36,3,20.0,North,completed,531.26
100105,1110,10/15/2024,Apparel,78.6,2,5.0,East,completed,149.34
100106,1306,12-Oct-2024,ELECTRONICS,82.77,5,20.0,North,cancelled,331.08
100107,1055,31-Aug-2024,Books,66.37,3,10.0,North,cancelled,179.2
100108,1112,21-Jun-2024,Sports,78.04,3,20.0,North,refunded,187.3
100109,1113,15-Sep-2024,Home & Kitchen,44.48,4,20.0,East,completed,142.34
100110,1112,04/11/2024,Electronics,65.75,5,0.0,North,completed,328.75
100111,1269,12-Oct-2024,Apparel,47.73,1,15.0,South,completed,40.57
100112,1365,22-Jul-2024,Electronics,61.8,5,0.0,North,refunded,309.0
100113,1364,06/16/2024,Books,49.73,3,15.0,East,cancelled,126.81
100114,1296,07/04/2024,Home & Kitchen,89.25,1,15.0,North,completed,75.86
100115,1081,27-Jul-2024,Apparel,94.29,2,0.0,North,completed,188.58
100116,1384,01/14/2024,Electronics,81.62,3,0.0,South,completed,244.86
100117,1216,2024-02-21,Electronics,51.78,4,0.0,East,completed,207.12
100118,1218,2024-03-30,Home & Kitchen,38.12,3,0.0,North,completed,114.36
100119,1280,02/11/2024,Electronics,94.77,1,5.0,South,refunded,90.03
100120,1307,2024-06-09,Toys,71.28,3,0.0,West,completed,213.84
100121,1381,2024-09-01,Books,27.03,2,,East,refunded,54.06
100122,1232,2024-08-27,Books,75.9,2,5.0,West,refunded,144.21
100123,1244,06/21/2024,Home & Kitchen,83.05,4,15.0,South,completed,282.37
100124,1298,11/08/2024,Toys,31.81,5,0.0,West,cancelled,159.05
100125,1102,07/25/2024,Sports,89.95,1,0.0,North,completed,89.95
100126,1123,01/29/2024,ELECTRONICS,34.37,4,0.0,East,cancelled,137.48
100127,1250,06-Oct-2024,Electronics,49.08,3,0.0,South,completed,147.24
100128,1025,2024-07-29,Sports,34.49,2,0.0,North,completed,68.98
100129,1128,08/20/2024,Apparel,46.6,4,0.0,West,cancelled,186.4
100130,1287,07/25/2024,Electronics,38.29,2,0.0,East,refunded,76.58
100131,1390,2024-07-21,Books,110.21,4,0.0,North,completed,440.84
100132,1207,2024-02-03,Toys,63.52,3,10.0,North,cancelled,171.5
100133,1159,2024-07-23,Sports,57.3,1,0.0,East,completed,57.3
100134,1176,2024-10-17,Books,114.88,4,15.0,East,refunded,390.59
100135,1274,2024-04-21,Books,112.24,5,10.0,North,completed,505.08
100136,1217,2024-08-08,Books,59.47,3,10.0,West,completed,160.57
100137,1009,2024-01-12,Home & Kitchen,80.91,4,10.0,East,cancelled,291.28
100138,1215,07-May-2024,Books,53.69,1,20.0,South,refunded,42.95
100139,1160,08-Jun-2024,Sports,68.03,2,0.0,North,completed,136.06
100140,1280,12/25/2024,Toys,41.76,2,20.0,South,completed,66.82
100141,1350,2024-03-19,Books,86.22,4,0.0,South,completed,344.88
100142,1384,11-Apr-2024,Electronics,116.91,2,0.0,North,completed,233.82
100143,1244,2024-05-29,Apparel,107.74,4,15.0,South,completed,366.32
100144,1145,2024-12-29,Electronics,72.8,2,20.0,North,refunded,116.48
100145,1177,11/08/2024,Home & Kitchen,25.63,4,0.0,North,refunded,102.52
100146,1070,01/13/2024,Apparel,52.52,2,10.0,North,completed,94.54
100147,1374,2024-03-26,Books,67.99,3,5.0,South,completed,193.77
100148,1338,27-Oct-2024,Books,35.8,1,0.0,South,refunded,35.8
100149,1341,2024-01-22,Apparel,32.69,4,5.0,South,cancelled,124.22
100150,1131,2024-11-09,Home & Kitchen,131.21,1,10.0,East,completed,118.09
100151,1128,04/12/2024,Sports,102.14,5,10.0,East,completed,459.63
100152,1342,12/01/2024,BOOKS,89.22,5,5.0,North,completed,423.8
100153,1217,17-Apr-2024,Books,96.87,3,20.0,West,completed,232.49
100154,1281,2024-06-07,Home & Kitchen,38.92,5,0.0,East,completed,194.6
100155,1195,08/30/2024,Home & Kitchen,45.85,5,10.0,South,completed,206.32
100156,1177,2024-02-16,Toys,78.71,1,0.0,North,completed,78.71
100157,1252,2024-07-22,HOME & KITCHEN,81.5,4,20.0,West,completed,260.8
100158,1325,07/03/2024,Home & Kitchen,34.74,2,0.0,East,completed,69.48
100159,1133,13-Oct-2024,Electronics,76.2,5,20.0,South,completed,304.8
100160,1323,2024-12-30,Apparel,68.56,5,10.0,North,completed,308.52
100161,1097,31-Aug-2024,Apparel,106.21,5,0.0,North,refunded,531.05
100162,1161,05/29/2024,Sports,81.68,3,15.0,South,completed,208.28
100163,1365,05/28/2024,Home & Kitchen,137.94,1,0.0,North,completed,137.94
100164,1381,01-Jun-2024,Toys,59.63,1,0.0,North,cancelled,59.63
100165,1369,2024-10-24,Toys,40.24,1,0.0,South,refunded,40.24
100166,1126,2024-04-27,Apparel,136.3,5,10.0,North,completed,613.35
100167,1337,02-Mar-2024,Home & Kitchen,83.6,3,0.0,South,completed,250.8
100168,1374,2024-05-02,Sports,68.75,2,5.0,West,completed,130.62
100169,1391,09-Jan-2024,Toys,46.69,3,5.0,West,completed,133.07
100170,1008,08-Feb-2024,Apparel,59.95,1,0.0,North,completed,59.95
100171,1297,02-Feb-2024,Home & Kitchen,58.48,3,0.0,East,completed,175.44
100172,1398,10/09/2024,Sports,39.35,3,0.0,West,completed,118.05
100173,1305,09/21/2024,Apparel,21.47,4,0.0,East,completed,85.88
100174,1093,12-Sep-2024,Apparel,57.83,1,20.0,South,completed,46.26
100175,1305,2024-06-18,Apparel,97.98,5,0.0,South,completed,489.9
100176,1042,2024-09-19,Home & Kitchen,121.35,1,0.0,North,refunded,121.35
100177,1192,02/29/2024,Toys,108.05,3,10.0,South,cancelled,291.74
100178,1250,11/25/2024,Apparel,110.85,2,,West,cancelled,188.44
100179,1182,02-Jul-2024,Apparel,41.68,4,10.0,East,cancelled,2706.0880770572644
100180,1279,09-Dec-2024,Sports,79.38,4,5.0,South,completed,301.64
100181,1096,02/25/2024,APPAREL,89.53,1,20.0,North,cancelled,71.62
100182,1242,2024-07-01,Electronics,92.09,3,20.0,West,cancelled,221.02
100183,1257,2024-09-11,Books,68.04,3,0.0,North,cancelled,204.12
100184,1253,30-Jun-2024,Electronics,75.03,3,0.0,East,completed,225.09
100185,1115,06/12/2024,Sports,160.32,1,0.0,South,completed,160.32
100186,1122,03/01/2024,Home & Kitchen,106.63,1,15.0,South,completed,90.64
100187,1103,05/19/2024,Home & Kitchen,88.09,3,20.0,North,completed,
100188,1184,28-Mar-2024,Electronics,95.38,2,10.0,South,cancelled,171.68
100189,1234,2024-04-20,Books,56.58,3,10.0,East,completed,152.77
100190,1145,2024-09-07,APPAREL,93.15,1,0.0,South,cancelled,93.15
100191,1163,18-Aug-2024,Apparel,74.58,4,10.0,North,cancelled,268.49
100192,1114,08/10/2024,TOYS,101.86,1,0.0,South,cancelled,101.86
100193,1087,12-May-2024,Electronics,50.46,4,5.0,North,completed,191.75
100194,1262,2024-12-17,Sports,98.19,5,0.0,South,completed,490.95
100195,1326,2024-02-02,Apparel,60.34,2,0.0,West,completed,120.68
100196,1116,05-May-2024,Sports,98.39,1,20.0,West,refunded,78.71
100197,1344,13-Feb-2024,Electronics,79.61,1,20.0,West,refunded,63.69
100198,1228,2024-05-04,Books,72.1,2,10.0,North,completed,129.78
100199,1067,18-Dec-2024,Home & Kitchen,61.87,1,10.0,South,completed,55.68
100200,1146,2024-05-14,Toys,68.88,5,,North,completed,344.4
100201,1003,2024-11-28,Toys,57.89,5,10.0,South,refunded,260.5
100202,1015,30-Jun-2024,Apparel,61.27,5,15.0,East,completed,260.4
100203,1134,2024-09-13,Electronics,87.03,5,5.0,West,completed,413.39
100204,1181,2024-06-16,Home & Kitchen,29.39,3,0.0,South,completed,88.17
100205,1319,2024-04-07,Toys,97.79,2,0.0,North,refunded,195.58
100206,1053,10/06/2024,Books,98.53,3,15.0,South,completed,251.25
100207,1335,2024-12-20,Books,62.74,2,0.0,South,cancelled,125.48
100208,1093,2024-04-06,Home & Kitchen,75.91,5,20.0,East,completed,303.64
100209,1055,2024-10-12,Sports,44.29,3,15.0,North,refunded,112.94
100210,1279,04/05/2024,Electronics,84.52,2,20.0,East,cancelled,135.23
100211,1309,09/19/2024,Toys,47.0,4,5.0,South,completed,178.6
100212,1241,2024-10-15,Apparel,13.86,2,0.0,East,completed,27.72
100213,1046,06/13/2024,Toys,119.27,2,0.0,West,completed,238.54
100214,1046,09/26/2024,Toys,41.89,2,5.0,North,completed,79.59
100215,1156,04/09/2024,Books,68.2,1,0.0,West,completed,68.2
100216,1180,01/30/2024,Apparel,77.22,1,,North,refunded,
100217,1399,2024-02-05,Apparel,86.95,3,20.0,West,completed,208.68
100218,1114,06/12/2024,Sports,70.98,5,20.0,South,refunded,283.92
100219,1077,26-Nov-2024,Electronics,80.29,2,0.0,East,completed,160.58
100220,1378,2024-02-16,Electronics,62.05,4,10.0,West,cancelled,223.38
100221,1061,2024-06-15,Sports,32.21,2,0.0,East,completed,64.42
100222,1010,2024-09-14,Toys,69.73,2,5.0,South,completed,132.49
100223,1169,15-Mar-2024,Sports,92.28,1,10.0,West,completed,83.05
100224,1160,21-Sep-2024,Toys,43.16,3,0.0,South,completed,129.48
100225,1247,21-Apr-2024,Home & Kitchen,77.58,4,15.0,East,completed,263.77
100226,1351,2024-10-22,APPAREL,150.21,2,0.0,East,completed,300.42
100227,1373,07/30/2024,Sports,67.65,3,10.0,South,cancelled,182.66
100228,1115,2024-07-19,Apparel,69.24,3,20.0,North,refunded,166.18
100229,1392,05-Mar-2024,Electronics,30.84,2,15.0,South,completed,52.43
100230,1253,06/18/2024,Electronics,40.65,4,0.0,West,refunded,162.6
100231,1027,11/09/2024,BOOKS,47.25,3,0.0,East,completed,141.75
100232,1375,01/08/2024,Sports,90.67,1,10.0,East,completed,81.6
100233,1055,04-Oct-2024,Home & Kitchen,44.61,3,20.0,South,completed,107.06
100234,1235,29-Jun-2024,HOME & KITCHEN,25.4,2,15.0,East,refunded,43.18
100235,1316,20-Sep-2024,Electronics,83.74,4,20.0,South,completed,267.97
100236,1099,08/30/2024,Books,49.34,2,0.0,North,completed,98.68
100237,1108,07-Jun-2024,Electronics,31.48,5,5.0,North,cancelled,149.53
100238,1190,22-Apr-2024,Toys,95.61,4,15.0,South,completed,325.07
100239,1353,08/17/2024,Home & Kitchen,58.78,1,10.0,East,completed,52.9
100240,1089,21-Feb-2024,Apparel,87.24,3,15.0,South,completed,222.46
100241,1265,01-Aug-2024,Home & Kitchen,30.91,5,0.0,North,refunded,154.55
100242,1181,04-Feb-2024,Toys,20.24,2,5.0,South,cancelled,38.46
100243,1044,2024-08-25,Electronics,74.28,4,5.0,South,refunded,282.26
100244,1284,18-Aug-2024,Apparel,39.93,4,,East,completed,127.78
100245,1333,01/31/2024,Home & Kitchen,73.8,4,0.0,South,cancelled,295.2
100246,1230,2024-10-04,Home & Kitchen,74.52,1,0.0,South,refunded,74.52
100247,1070,06/01/2024,Home & Kitchen,70.26,2,0.0,North,refunded,140.52
100248,1062,15-Oct-2024,Books,110.46,2,0.0,East,cancelled,220.92
100249,1169,16-Jan-2024,Apparel,206.54,2,20.0,West,refunded,330.46
100250,1202,06-Mar-2024,Apparel,83.08,5,15.0,East,completed,353.09
100251,1220,29-Jun-2024,Apparel,150.15,1,0.0,South,completed,150.15
100252,1097,03/09/2024,Books,29.81,3,10.0,South,completed,80.49
100253,1200,30-Apr-2024,APPAREL,59.52,5,10.0,South,completed,267.84
100254,1118,2024-08-29,Apparel,36.19,5,20.0,North,refunded,144.76
100255,1274,2024-02-22,Home & Kitchen,50.94,4,0.0,North,refunded,203.76
100256,1318,2024-09-05,Home & Kitchen,61.19,5,20.0,West,completed,244.76
100257,1261,07-Feb-2024,Electronics,155.88,3,0.0,West,completed,467.64
100258,1000,03/05/2024,Sports,72.09,4,15.0,West,completed,245.11
100259,1396,03-Aug-2024,Electronics,112.3,3,0.0,East,completed,336.9
100260,1009,10/17/2024,Home & Kitchen,57.22,1,10.0,West,completed,51.5
100261,1399,03/03/2024,Home & Kitchen,53.97,1,0.0,South,completed,53.97
100262,1012,19-Apr-2024,Home & Kitchen,30.25,5,15.0,South,cancelled,128.56
100263,1206,12/04/2024,Toys,153.61,1,10.0,North,completed,138.25
100264,1042,12/28/2024,Sports,128.86,2,0.0,North,completed,257.72
100265,1038,2024-07-31,Books,77.94,4,20.0,East,completed,249.41
100266,1273,06/12/2024,Apparel,62.88,3,10.0,North,refunded,169.78
100267,1291,2024-05-06,Books,73.35,3,5.0,West,completed,209.05
100268,1047,2024-08-12,Electronics,35.45,5,0.0,West,completed,177.25
100269,1390,2024-08-04,Sports,87.16,4,20.0,South,completed,278.91
100270,1128,2024-04-17,Toys,124.08,5,15.0,East,cancelled,527.34
100271,1127,2024-01-09,Sports,126.88,4,10.0,North,completed,456.77
100272,1118,2024-02-25,Books,30.92,5,15.0,South,completed,131.41
100273,1184,2024-12-16,Home & Kitchen,111.84,4,10.0,North,completed,402.62
100274,1071,02-Jun-2024,Electronics,35.57,3,0.0,North,completed,106.71
100275,1169,2024-06-25,Toys,21.07,5,0.0,North,refunded,105.35
100276,1083,06/19/2024,Electronics,113.73,5,0.0,West,completed,568.65
100277,1020,2024-10-13,Toys,55.05,1,,East,completed,55.05
100278,1147,24-Jan-2024,Toys,106.57,5,15.0,West,completed,452.92
100279,1268,2024-01-31,Books,102.33,4,15.0,West,refunded,347.92
100280,1305,10-Apr-2024,Apparel,96.54,5,,West,completed,482.7
100281,1141,06/27/2024,Books,72.94,4,10.0,West,completed,262.58
100282,1129,02-Sep-2024,Home & Kitchen,37.61,5,0.0,North,completed,188.05
100283,1314,06/28/2024,Apparel,61.25,2,0.0,West,completed,122.5
100284,1272,06/10/2024,Electronics,127.84,1,15.0,East,completed,108.66
100285,1332,09-Dec-2024,Toys,107.81,1,15.0,North,refunded,91.64
100286,1362,28-Feb-2024,Toys,62.76,2,20.0,North,completed,100.42
100287,1328,07/28/2024,Toys,62.4,2,0.0,West,cancelled,124.8
100288,1374,17-Jul-2024,Toys,92.69,3,20.0,West,completed,222.46
100289,1166,22-Jun-2024,HOME & KITCHEN,75.37,1,15.0,South,refunded,64.06
100290,1157,22-Oct-2024,Electronics,64.29,1,0.0,North,refunded,64.29
100291,1128,07-Apr-2024,Books,89.22,3,,South,refunded,267.66
100292,1094,2024-12-15,Apparel,87.89,4,0.0,North,cancelled,351.56
100293,1299,05/01/2024,Electronics,51.62,1,20.0,East,refunded,41.3
100294,1285,07/18/2024,Books,82.21,3,0.0,South,refunded,246.63
100295,1320,09-Jul-2024,Books,85.49,4,0.0,North,refunded,341.96
100296,1066,2024-11-07,Apparel,70.41,4,0.0,West,completed,281.64
100297,1196,09-Jun-2024,Toys,48.98,1,0.0,West,refunded,48.98
100298,1088,2024-04-14,ELECTRONICS,60.36,4,15.0,West,cancelled,205.22
100299,1357,01/08/2024,Electronics,44.21,1,10.0,West,refunded,39.79
100300,1106,13-May-2024,Home & Kitchen,83.22,2,0.0,North,refunded,166.44
100301,1057,2024-10-29,Sports,31.01,2,0.0,West,completed,62.02
100302,1227,04-Jan-2024,Electronics,133.75,5,0.0,West,completed,668.75
100303,1351,23-Nov-2024,Electronics,121.47,1,20.0,West,completed,97.18
100304,1366,2024-07-17,Toys,86.41,4,5.0,South,completed,328.36
100305,1038,2024-02-21,Toys,104.99,5,10.0,South,completed,472.45
100306,1130,2024-04-20,Toys,101.86,5,0.0,West,completed,509.3
100307,1061,21-Jul-2024,Toys,75.9,2,0.0,North,completed,151.8
100308,1123,25-Apr-2024,TOYS,65.13,1,5.0,East,cancelled,61.87
100309,1213,02/09/2024,Sports,61.72,2,0.0,West,refunded,123.44
100310,1112,2024-08-31,Sports,135.98,4,10.0,West,completed,
100311,1027,2024-09-03,Books,48.13,1,20.0,East,completed,38.5
100312,1204,2024-02-13,Apparel,48.59,4,0.0,West,refunded,194.36
100313,1021,04/12/2024,Electronics,109.13,2,10.0,West,completed,196.43
100314,1090,30-Mar-2024,Toys,104.53,4,20.0,West,cancelled,334.5
100315,1000,2024-08-29,Home & Kitchen,63.37,4,20.0,North,refunded,202.78
100316,1034,24-Sep-2024,Books,90.57,3,0.0,North,refunded,271.71
100317,1174,2024-09-23,Apparel,95.93,4,0.0,South,completed,383.72
100318,1340,12/09/2024,BOOKS,36.68,5,20.0,South,refunded,146.72
100319,1309,08-Oct-2024,Electronics,124.98,2,20.0,South,cancelled,199.97
100320,1039,04/27/2024,Sports,95.91,3,0.0,North,completed,
100321,1013,02/09/2024,Apparel,87.13,4,5.0,East,completed,331.09
100322,1135,08/12/2024,APPAREL,96.25,5,10.0,North,completed,433.12
100323,1260,12/01/2024,Home & Kitchen,82.44,3,10.0,West,completed,222.59
100324,1298,2024-12-22,Books,68.55,2,15.0,East,refunded,116.54
100325,1329,2024-03-25,Apparel,24.75,5,0.0,West,completed,123.75
100326,1136,27-Mar-2024,Books,76.2,5,20.0,North,cancelled,304.8
100327,1067,14-Jan-2024,Apparel,34.99,3,0.0,South,completed,104.97
100328,1010,21-Feb-2024,Electronics,159.91,1,0.0,West,completed,159.91
100329,1058,2024-07-22,Books,68.02,2,20.0,South,completed,108.83
100330,1026,2024-07-19,Home & Kitchen,158.67,3,0.0,East,completed,476.01
100331,1344,2024-05-15,Home & Kitchen,76.79,4,20.0,North,completed,245.73
100332,1107,2024-04-23,Books,53.73,4,0.0,West,refunded,3875.990999807712
100333,1329,10/30/2024,Books,123.36,5,0.0,South,completed,616.8
100334,1221,2024-06-17,Books,85.55,1,0.0,West,completed,85.55
100335,1215,22-Oct-2024,Apparel,185.83,3,,South,completed,445.99
100336,1181,2024-12-18,Toys,53.08,4,0.0,North,completed,212.32
100337,1327,04/26/2024,Home & Kitchen,125.68,5,0.0,East,refunded,628.4
100338,1017,2024-03-15,Toys,128.68,1,5.0,South,cancelled,122.25
100339,1037,12/14/2024,SPORTS,99.5,5,0.0,South,completed,
100340,1169,2024-08-20,Electronics,129.16,1,15.0,West,cancelled,109.79
100341,1157,04/16/2024,Apparel,68.75,1,0.0,South,completed,68.75
100342,1218,15-Aug-2024,Apparel,48.01,5,5.0,South,cancelled,228.05
100343,1295,07-Jul-2024,Home & Kitchen,56.03,4,0.0,East,completed,224.12
100344,1235,2024-11-27,Apparel,74.39,5,0.0,North,refunded,371.95
100345,1102,04/03/2024,Sports,101.8,4,0.0,West,cancelled,
100346,1130,28-Dec-2024,Electronics,49.64,4,5.0,North,completed,188.63
100347,1300,12/08/2024,Electronics,61.74,3,0.0,North,refunded,185.22
100348,1080,03/07/2024,TOYS,51.57,3,0.0,North,completed,154.71
100349,1201,03/01/2024,Apparel,109.92,3,0.0,South,cancelled,329.76
100350,1215,14-Jul-2024,Sports,158.09,2,15.0,East,refunded,268.75
100351,1300,01/17/2024,Sports,44.08,5,15.0,East,cancelled,187.34
100352,1285,19-Apr-2024,Sports,92.49,2,10.0,West,cancelled,166.48
100353,1185,08-Jun-2024,Apparel,116.1,4,15.0,West,completed,394.74
100354,1123,12/20/2024,Apparel,65.96,4,0.0,South,completed,263.84
100355,1147,2024-12-29,Toys,35.95,3,10.0,West,refunded,97.07
100356,1164,2024-02-25,Books,122.85,4,15.0,North,completed,417.69
100357,1087,11/22/2024,Home & Kitchen,34.81,1,0.0,North,completed,34.81
100358,1250,03-Feb-2024,Toys,138.99,2,5.0,South,completed,264.08
100359,1083,09/30/2024,Books,51.05,3,15.0,East,cancelled,130.18
100360,1259,2024-11-05,Electronics,32.21,2,10.0,North,completed,57.98
100361,1300,22-Nov-2024,Toys,58.02,5,0.0,West,completed,290.1
100362,1384,2024-03-22,Apparel,71.69,5,10.0,South,completed,322.6
